,ind_engaj
7180216,0.0
7180221,0.0
7180222,1.0
7180224,1.0
7180228,1.0
7180229,1.0
7180236,1.0
7180237,1.0
7180239,0.0
7180246,0.0
7180254,0.0
7180259,1.0
7180266,0.0
7180269,1.0
7180272,0.0
7180274,1.0
7180277,0.0
7180281,1.0
7180284,1.0
7180286,0.0
7180290,0.0
7180291,1.0
7180300,0.0
7180303,1.0
7180304,0.0
7180307,0.0
7180309,0.0
7180311,1.0
7180316,1.0
7180320,0.0
7180333,0.0
7180350,1.0
7180360,0.0
7180361,0.0
7180375,1.0
7180376,1.0
7180385,1.0
7180390,1.0
7180391,0.0
7180392,1.0
7180400,1.0
7180405,0.0
7180409,0.0
7180412,1.0
7180414,0.0
7180416,1.0
7180419,0.0
7180422,1.0
7180435,1.0
7180452,0.0
7180453,1.0
7180454,0.0
7180455,1.0
7180458,0.0
7180467,1.0
7180475,1.0
7180477,1.0
7180480,0.0
7180484,1.0
7180486,1.0
7180487,1.0
7180494,1.0
7180499,1.0
7180506,0.0
7180507,1.0
7180508,1.0
7180525,1.0
7180526,0.0
7180535,1.0
7180541,0.0
7180551,1.0
7180552,0.0
7180553,1.0
7180554,0.0
7180563,1.0
7180566,0.0
7180567,0.0
7180575,0.0
7180576,1.0
7180577,1.0
7180580,1.0
7180582,1.0
7180585,1.0
7180586,1.0
7180600,0.0
7180616,1.0
7180625,0.0
7180642,1.0
7180646,1.0
7180650,1.0
7180652,1.0
7180658,1.0
7180664,1.0
7180669,0.0
7180677,1.0
7180679,0.0
7180687,1.0
7180689,0.0
7180694,1.0
7180697,1.0
7180704,0.0
7180713,1.0
7180714,1.0
7180724,1.0
7180727,1.0
7180734,1.0
7180737,0.0
7180741,0.0
7180748,0.0
7180760,1.0
7180763,1.0
7180768,1.0
7180771,1.0
7180782,1.0
7180783,1.0
7180786,1.0
7180794,1.0
7180799,0.0
7180800,1.0
7180811,1.0
7180814,1.0
7180816,1.0
7180817,1.0
7180818,1.0
7180828,1.0
7180831,1.0
7180833,1.0
7180835,1.0
7180844,0.0
7180845,0.0
7180846,1.0
7180847,1.0
7180848,0.0
7180849,1.0
7180853,0.0
7180857,0.0
7180863,0.0
7180869,0.0
7180871,0.0
7180872,1.0
7180873,1.0
7180875,0.0
7180879,1.0
7180906,0.0
7180916,1.0
7180918,1.0
7180920,1.0
7180923,0.0
7180930,0.0
7180934,0.0
7180941,1.0
7180942,0.0
7180945,1.0
7180950,1.0
7180959,0.0
7180964,1.0
7180969,1.0
7180972,0.0
7180974,0.0
7180977,0.0
7180979,0.0
7180993,0.0
7181010,1.0
7181011,0.0
7181013,0.0
7181018,0.0
7181032,0.0
7181033,0.0
7181034,1.0
7181037,0.0
7181042,0.0
7181049,1.0
7181051,0.0
7181052,0.0
7181053,0.0
7181060,0.0
7181061,0.0
7181062,1.0
7181064,0.0
7181065,0.0
7181080,1.0
7181093,1.0
7181094,1.0
7181095,0.0
7181098,0.0
7181101,1.0
7181103,1.0
7181108,1.0
7181114,0.0
7181120,1.0
7181128,0.0
7181130,1.0
7181133,1.0
7181134,0.0
7181135,0.0
7181144,0.0
7181147,1.0
7181151,0.0
7181154,0.0
7181155,1.0
7181164,1.0
7181168,1.0
7181182,1.0
7181189,1.0
7181197,0.0
7181198,0.0
7181206,0.0
7181218,1.0
7181220,1.0
7181221,1.0
7181224,1.0
7181226,1.0
7181230,0.0
7181234,0.0
7181236,1.0
7181237,1.0
7181238,1.0
7181239,1.0
7181244,0.0
7181247,0.0
7181248,1.0
7181251,1.0
7181253,1.0
7181258,1.0
7181261,1.0
7181272,1.0
7181275,1.0
7181281,0.0
7181289,1.0
7181292,1.0
7181293,0.0
7181294,1.0
7181295,1.0
7181307,1.0
7181317,0.0
7181319,1.0
7181323,1.0
7181328,0.0
7181331,0.0
7181332,1.0
7181333,0.0
7181342,1.0
7181345,0.0
7181348,0.0
7181352,0.0
7181359,0.0
7181367,0.0
7181374,1.0
7181375,0.0
7181378,1.0
7181391,0.0
7181398,1.0
7181421,0.0
7181426,1.0
7181429,1.0
7181430,1.0
7181445,1.0
7181456,0.0
7181465,1.0
7181466,0.0
7181473,0.0
7181479,1.0
7181480,0.0
7181486,1.0
7181492,1.0
7181493,0.0
7181502,0.0
7181503,1.0
7181506,1.0
7181516,0.0
7181517,1.0
7181524,1.0
7181525,1.0
7181527,1.0
7181539,1.0
7181540,0.0
7181543,0.0
7181546,0.0
7181547,0.0
7181548,0.0
7181552,0.0
7181558,1.0
7181561,0.0
7181563,1.0
7181574,1.0
7181580,0.0
7181583,0.0
7181584,1.0
7181587,1.0
7181588,1.0
7181589,0.0
7181593,0.0
7181595,1.0
7181600,1.0
7181607,1.0
7181609,1.0
7181616,1.0
7181628,0.0
7181631,1.0
7181636,1.0
7181637,1.0
7181640,1.0
7181645,1.0
7181648,0.0
7181657,0.0
7181665,1.0
7181679,0.0
7181683,0.0
7181688,0.0
7181691,0.0
7181701,0.0
7181709,1.0
7181711,0.0
7181720,0.0
7181721,0.0
7181728,1.0
7181729,0.0
7181737,0.0
7181738,0.0
7181743,1.0
7181746,0.0
7181757,1.0
7181765,1.0
7181770,0.0
7181772,1.0
7181774,0.0
7181780,1.0
7181787,0.0
7181791,0.0
7181793,1.0
7181794,1.0
7181796,1.0
7181800,1.0
7181824,0.0
7181828,0.0
7181829,1.0
7181833,0.0
7181836,0.0
7181839,0.0
7181842,0.0
7181844,1.0
7181845,1.0
7181846,0.0
7181847,1.0
7181851,0.0
7181856,1.0
7181863,1.0
7181866,0.0
7181868,0.0
7181879,1.0
7181880,0.0
7181893,1.0
7181894,1.0
7181896,0.0
7181903,1.0
7181904,1.0
7181910,1.0
7181912,0.0
7181917,1.0
7181920,0.0
7181923,1.0
7181925,0.0
7181930,1.0
7181931,1.0
7181933,1.0
7181934,1.0
7181948,1.0
7181949,1.0
7181954,0.0
7181959,1.0
7181960,1.0
7181977,0.0
7181979,0.0
7181983,1.0
7181990,1.0
7181991,0.0
7181995,0.0
7182006,1.0
7182008,1.0
7182009,1.0
7182010,1.0
7182013,1.0
7182014,1.0
7182015,1.0
7182016,0.0
7182022,0.0
7182035,1.0
7182045,0.0
7182051,0.0
7182058,0.0
7182068,0.0
7182083,0.0
7182085,0.0
7182087,1.0
7182099,0.0
7182102,0.0
7182103,0.0
7182115,1.0
7182116,0.0
7182123,1.0
7182126,0.0
7182138,1.0
7182142,1.0
7182145,0.0
7182146,1.0
7182152,1.0
7182154,0.0
7182158,1.0
7182160,0.0
7182165,1.0
7182170,1.0
7182179,1.0
7182182,1.0
7182183,0.0
7182186,0.0
7182187,0.0
7182190,0.0
7182192,0.0
7182193,0.0
7182196,0.0
7182203,0.0
7182206,1.0
7182208,0.0
7182211,0.0
7182212,1.0
7182215,0.0
7182218,1.0
7182219,1.0
7182220,1.0
7182221,0.0
7182222,0.0
7182229,1.0
7182238,1.0
7182241,1.0
7182247,1.0
7182259,0.0
7182260,0.0
7182264,1.0
7182265,0.0
7182274,1.0
7182284,1.0
7182285,0.0
7182289,0.0
7182292,1.0
7182294,1.0
7182302,0.0
7182303,0.0
7182312,0.0
7182319,0.0
7182324,1.0
7182343,1.0
7182348,1.0
7182350,0.0
7182353,0.0
7182356,1.0
7182375,0.0
7182376,1.0
7182382,0.0
7182384,0.0
7182386,0.0
7182398,0.0
7182399,1.0
7182401,0.0
7182403,0.0
7182408,1.0
7182411,0.0
7182418,1.0
7182424,1.0
7182426,1.0
7182432,0.0
7182435,1.0
7182437,1.0
7182440,1.0
7182451,0.0
7182465,0.0
7182471,0.0
7182477,1.0
7182480,1.0
7182489,1.0
7182491,0.0
7182492,1.0
7182493,1.0
7182496,0.0
7182507,1.0
7182508,1.0
7182517,1.0
7182523,0.0
7182524,0.0
7182527,0.0
7182533,1.0
7182535,1.0
7182536,0.0
7182539,0.0
7182541,0.0
7182550,1.0
7182552,0.0
7182553,1.0
7182562,1.0
7182565,0.0
7182570,1.0
7182571,0.0
7182575,0.0
7182577,1.0
7182579,1.0
7182581,1.0
7182582,1.0
7182588,1.0
7182589,1.0
7182594,0.0
7182596,1.0
7182605,1.0
7182610,0.0
7182612,0.0
7182615,0.0
7182616,0.0
7182625,0.0
7182635,0.0
7182638,1.0
7182650,1.0
7182652,1.0
7182655,0.0
7182656,0.0
7182663,1.0
7182666,1.0
7182673,0.0
7182675,1.0
7182676,1.0
7182678,0.0
7182691,0.0
7182692,0.0
7182695,1.0
7182696,1.0
7182700,0.0
7182701,1.0
7182708,1.0
7182714,1.0
7182717,0.0
7182724,1.0
7182727,0.0
7182728,0.0
7182734,0.0
7182735,1.0
7182736,1.0
7182737,0.0
7182738,0.0
7182743,1.0
7182744,0.0
7182746,1.0
7182747,0.0
7182758,0.0
7182760,1.0
7182764,1.0
7182774,0.0
7182776,0.0
7182783,1.0
7182789,1.0
7182790,1.0
7182794,1.0
7182795,0.0
7182800,0.0
7182805,0.0
7182811,1.0
7182812,1.0
7182813,1.0
7182826,0.0
7182827,1.0
7182833,0.0
7182834,1.0
7182835,1.0
7182847,0.0
7182852,0.0
7182867,1.0
7182885,0.0
7182887,0.0
7182895,1.0
7182909,1.0
7182915,0.0
7182916,0.0
7182918,0.0
7182922,1.0
7182923,1.0
7182928,0.0
7182929,1.0
7182934,0.0
7182938,1.0
7182944,0.0
7182945,1.0
7182946,1.0
7182947,0.0
7182948,1.0
7182949,1.0
7182954,0.0
7182955,1.0
7182959,1.0
7182972,0.0
7182973,1.0
7182980,0.0
7182984,1.0
7182987,0.0
7182988,0.0
7182989,1.0
7182990,0.0
7182992,0.0
7182999,1.0
7183001,1.0
7183003,0.0
7183006,0.0
7183008,0.0
7183010,0.0
7183011,1.0
7183017,1.0
7183020,0.0
7183021,1.0
7183023,0.0
7183025,0.0
7183037,0.0
7183041,1.0
7183045,0.0
7183046,0.0
7183049,0.0
7183053,1.0
7183056,1.0
7183062,0.0
7183063,0.0
7183074,0.0
7183078,1.0
7183079,0.0
7183080,1.0
7183081,0.0
7183083,0.0
7183084,1.0
7183086,1.0
7183087,0.0
7183088,0.0
7183089,0.0
7183099,0.0
7183104,0.0
7183105,1.0
7183106,1.0
7183107,0.0
7183110,1.0
7183111,1.0
7183114,1.0
7183126,0.0
7183127,1.0
7183129,0.0
7183132,1.0
7183133,1.0
7183134,0.0
7183137,1.0
7183138,1.0
7183143,1.0
7183145,0.0
7183146,1.0
7183152,1.0
7183154,0.0
7183155,0.0
7183156,0.0
7183158,1.0
7183159,1.0
7183172,1.0
7183174,1.0
7183177,1.0
7183178,1.0
7183179,1.0
7183184,1.0
7183187,0.0
7183188,0.0
7183191,1.0
7183194,1.0
7183196,1.0
7183205,1.0
7183211,1.0
7183218,1.0
7183223,1.0
7183229,0.0
7183230,0.0
7183236,0.0
7183239,0.0
7183245,1.0
7183247,0.0
7183252,1.0
7183259,0.0
7183261,1.0
7183263,1.0
7183266,1.0
7183267,0.0
7183268,0.0
7183270,1.0
7183275,0.0
7183276,1.0
7183285,1.0
7183287,1.0
7183289,0.0
7183294,0.0
7183300,0.0
7183301,0.0
7183304,0.0
7183307,0.0
7183314,0.0
7183316,1.0
7183322,0.0
7183329,1.0
7183330,1.0
7183331,1.0
7183338,1.0
7183340,1.0
7183344,1.0
7183345,0.0
7183348,1.0
7183350,0.0
7183353,0.0
7183359,0.0
7183360,1.0
7183363,1.0
7183366,1.0
7183367,1.0
7183368,1.0
7183378,1.0
7183380,1.0
7183381,0.0
7183382,1.0
7183383,1.0
7183384,1.0
7183412,1.0
7183421,1.0
7183428,1.0
7183429,0.0
7183432,1.0
7183436,0.0
7183437,1.0
7183439,0.0
7183463,1.0
7183473,0.0
7183474,1.0
7183477,1.0
7183480,1.0
7183481,0.0
7183482,1.0
7183483,0.0
7183489,0.0
7183492,1.0
7183493,1.0
7183503,1.0
7183510,0.0
7183513,1.0
7183515,0.0
7183517,0.0
7183519,0.0
7183523,1.0
7183526,0.0
7183528,0.0
7183534,1.0
7183537,1.0
7183540,1.0
7183547,1.0
7183555,0.0
7183561,1.0
7183565,1.0
7183566,1.0
7183571,0.0
7183577,1.0
7183579,0.0
7183583,0.0
7183584,0.0
7183595,1.0
7183608,1.0
7183619,0.0
7183624,0.0
7183632,0.0
7183643,0.0
7183651,0.0
7183660,0.0
7183670,0.0
7183671,0.0
7183676,0.0
7183677,0.0
7183679,1.0
7183682,1.0
7183683,1.0
7183694,1.0
7183695,1.0
7183697,0.0
7183704,0.0
7183709,0.0
7183712,0.0
7183717,1.0
7183725,0.0
7183728,1.0
7183730,1.0
7183733,1.0
7183734,1.0
7183735,0.0
7183742,0.0
7183745,0.0
7183757,1.0
7183761,1.0
7183782,1.0
7183786,1.0
7183801,1.0
7183802,1.0
7183804,0.0
7183806,0.0
7183810,0.0
7183814,0.0
7183819,1.0
7183820,1.0
7183823,1.0
7183828,0.0
7183838,0.0
7183842,0.0
7183844,1.0
7183852,1.0
7183853,0.0
7183860,0.0
7183861,0.0
7183862,1.0
7183864,1.0
7183871,0.0
7183873,1.0
7183880,1.0
7183881,1.0
7183884,1.0
7183886,1.0
7183887,1.0
7183889,0.0
7183896,0.0
7183897,1.0
7183901,0.0
7183908,0.0
7183909,1.0
7183911,0.0
7183912,0.0
7183917,1.0
7183918,1.0
7183920,0.0
7183935,0.0
7183941,0.0
7183942,1.0
7183943,1.0
7183952,1.0
7183957,1.0
7183963,1.0
7183970,0.0
7183974,0.0
7183975,1.0
7183983,0.0
7183984,0.0
7183985,1.0
7183986,0.0
7183987,0.0
7183988,0.0
7183998,1.0
7184004,1.0
7184010,1.0
7184014,0.0
7184018,1.0
7184019,1.0
7184025,0.0
7184026,1.0
7184027,1.0
7184028,1.0
7184041,1.0
7184057,0.0
7184066,0.0
7184072,0.0
7184076,0.0
7184078,1.0
7184101,1.0
7184116,1.0
7184121,1.0
7184122,1.0
7184137,0.0
7184138,0.0
7184139,0.0
7184147,1.0
7184157,0.0
7184163,0.0
7184172,0.0
7184176,1.0
7184177,1.0
7184183,0.0
7184190,1.0
7184195,0.0
7184202,1.0
7184210,1.0
7184213,0.0
7184219,0.0
7184235,1.0
7184236,1.0
7184243,0.0
7184247,0.0
7184257,1.0
7184262,0.0
7184265,0.0
7184277,0.0
7184279,1.0
7184281,0.0
7184285,1.0
7184287,1.0
7184288,0.0
7184289,1.0
7184291,0.0
7184292,1.0
7184294,1.0
7184298,1.0
7184301,1.0
7184312,1.0
7184317,1.0
7184323,1.0
7184324,1.0
7184329,0.0
7184338,1.0
7184342,1.0
7184350,0.0
7184351,0.0
7184353,1.0
7184354,1.0
7184364,0.0
7184373,0.0
7184375,0.0
7184379,1.0
7184386,0.0
7184388,0.0
7184390,1.0
7184392,1.0
7184396,0.0
7184398,1.0
7184408,0.0
7184409,0.0
7184411,1.0
7184412,0.0
7184422,1.0
7184424,1.0
7184439,1.0
7184440,1.0
7184441,1.0
7184447,1.0
7184449,0.0
7184451,0.0
7184452,1.0
7184457,0.0
7184458,1.0
7184459,1.0
7184462,1.0
7184464,1.0
7184475,1.0
7184478,1.0
7184480,1.0
7184481,1.0
7184485,0.0
7184486,0.0
7184489,1.0
7184491,1.0
7184495,0.0
7184499,0.0
7184501,1.0
7184505,0.0
7184514,0.0
7184518,1.0
7184526,1.0
7184532,0.0
7184537,1.0
7184542,1.0
7184543,1.0
7184544,0.0
7184559,1.0
7184562,1.0
7184564,0.0
7184575,1.0
7184576,1.0
7184585,0.0
7184590,0.0
7184609,0.0
7184610,0.0
7184614,0.0
7184628,0.0
7184632,1.0
7184637,0.0
7184643,1.0
7184653,1.0
7184658,1.0
7184659,0.0
7184661,1.0
7184673,1.0
7184679,1.0
7184683,1.0
7184690,0.0
7184694,1.0
7184713,0.0
7184715,0.0
7184716,0.0
7184723,1.0
7184729,1.0
7184732,1.0
7184737,0.0
7184740,1.0
7184745,0.0
7184749,1.0
7184750,1.0
7184757,1.0
7184764,0.0
7184765,1.0
7184766,1.0
7184772,1.0
7184779,1.0
7184788,1.0
7184795,1.0
7184808,1.0
7184810,0.0
7184815,1.0
7184822,1.0
7184824,1.0
7184828,0.0
7184830,0.0
7184832,1.0
7184833,1.0
7184834,1.0
7184835,1.0
7184838,1.0
7184839,1.0
7184846,1.0
7184852,0.0
7184854,1.0
7184857,0.0
7184864,0.0
7184889,1.0
7184895,0.0
7184897,0.0
7184898,1.0
7184906,1.0
7184909,0.0
7184912,1.0
7184914,1.0
7184920,1.0
7184924,1.0
7184926,0.0
7184929,0.0
7184930,0.0
7184935,0.0
7184940,1.0
7184944,1.0
7184945,1.0
7184949,0.0
7184952,0.0
7184953,1.0
7184957,1.0
7184961,0.0
7184964,1.0
7184965,1.0
7184970,0.0
7184973,1.0
7184975,1.0
7184978,0.0
7184984,1.0
7185009,0.0
7185010,1.0
7185015,1.0
7185017,1.0
7185018,1.0
7185027,1.0
7185031,0.0
7185035,0.0
7185037,0.0
7185038,1.0
7185044,1.0
7185047,1.0
7185049,1.0
7185050,1.0
7185055,1.0
7185057,0.0
7185062,1.0
7185065,0.0
7185066,1.0
7185067,0.0
7185073,1.0
7185074,1.0
7185078,1.0
7185080,0.0
7185086,0.0
7185088,0.0
7185096,0.0
7185102,1.0
7185104,0.0
7185112,1.0
7185113,1.0
7185126,0.0
7185127,0.0
7185129,0.0
7185130,0.0
7185132,1.0
7185135,0.0
7185140,0.0
7185149,1.0
7185156,0.0
7185157,1.0
7185158,0.0
7185161,1.0
7185163,1.0
7185165,0.0
7185171,1.0
7185175,0.0
7185179,0.0
7185183,1.0
7185191,1.0
7185198,0.0
7185201,1.0
7185202,0.0
7185207,0.0
7185213,0.0
7185223,0.0
7185230,0.0
7185232,0.0
7185238,1.0
7185240,1.0
7185241,0.0
7185243,1.0
7185250,0.0
7185251,1.0
7185252,0.0
7185259,1.0
7185264,1.0
7185269,1.0
7185271,0.0
7185272,1.0
7185273,1.0
7185278,0.0
7185288,1.0
7185290,0.0
7185294,0.0
7185296,1.0
7185302,1.0
7185310,1.0
7185313,1.0
7185318,0.0
7185320,1.0
7185323,0.0
7185337,0.0
7185347,1.0
7185350,0.0
7185351,1.0
7185353,1.0
7185361,1.0
7185362,1.0
7185367,1.0
7185372,1.0
7185375,0.0
7185377,1.0
7185378,1.0
7185380,0.0
7185389,0.0
7185390,1.0
7185392,0.0
7185400,1.0
7185405,0.0
7185408,0.0
7185410,1.0
7185414,1.0
7185417,1.0
7185418,0.0
7185421,1.0
7185423,0.0
7185426,1.0
7185439,1.0
7185443,1.0
7185451,0.0
7185456,1.0
7185462,1.0
7185472,0.0
7185477,1.0
7185480,1.0
7185483,0.0
7185493,1.0
7185499,1.0
7185500,0.0
7185501,1.0
7185502,1.0
7185505,1.0
7185507,0.0
7185508,0.0
7185510,1.0
7185511,1.0
7185519,1.0
7185520,0.0
7185522,1.0
7185528,1.0
7185532,1.0
7185534,1.0
7185539,0.0
7185542,1.0
7185554,1.0
7185557,1.0
7185566,0.0
7185568,1.0
7185569,1.0
7185572,1.0
7185580,1.0
7185584,1.0
7185589,1.0
7185600,0.0
7185606,1.0
7185613,1.0
7185616,1.0
7185617,1.0
7185635,1.0
7185636,1.0
7185647,1.0
7185652,1.0
7185658,0.0
7185660,1.0
7185662,0.0
7185670,1.0
7185671,1.0
7185676,0.0
7185685,0.0
7185690,1.0
7185708,0.0
7185712,0.0
7185717,0.0
7185723,1.0
7185724,1.0
7185725,1.0
7185733,0.0
7185734,1.0
7185743,0.0
7185747,0.0
7185749,1.0
7185752,1.0
7185762,0.0
7185765,0.0
7185766,1.0
7185771,1.0
7185773,1.0
7185782,1.0
7185783,1.0
7185788,0.0
7185794,1.0
7185802,1.0
7185803,1.0
7185804,1.0
7185809,1.0
7185820,1.0
7185822,0.0
7185826,1.0
7185829,0.0
7185831,1.0
7185833,1.0
7185836,0.0
7185837,1.0
7185841,1.0
7185842,0.0
7185846,1.0
7185853,1.0
7185858,0.0
7185870,1.0
7185878,1.0
7185880,0.0
7185882,0.0
7185887,0.0
7185888,1.0
7185891,1.0
7185893,1.0
7185895,1.0
7185896,1.0
7185900,1.0
7185901,0.0
7185902,0.0
7185912,0.0
7185913,1.0
7185925,1.0
7185927,0.0
7185929,0.0
7185930,0.0
7185941,1.0
7185942,0.0
7185961,0.0
7185962,1.0
7185966,1.0
7185974,1.0
7185975,1.0
7185977,0.0
7185978,0.0
7185992,0.0
7185993,0.0
7185995,0.0
7186025,1.0
7186028,1.0
7186031,0.0
7186040,0.0
7186062,1.0
7186069,1.0
7186076,1.0
7186080,1.0
7186082,1.0
7186086,0.0
7186093,1.0
7186095,0.0
7186110,0.0
7186116,0.0
7186118,1.0
7186124,0.0
7186125,0.0
7186126,0.0
7186127,1.0
7186128,1.0
7186133,0.0
7186142,1.0
7186143,1.0
7186146,1.0
7186150,1.0
7186152,1.0
7186153,1.0
7186154,1.0
7186158,0.0
7186159,0.0
7186160,1.0
7186163,0.0
7186170,1.0
7186179,0.0
7186187,1.0
7186196,0.0
7186205,0.0
7186208,0.0
7186211,0.0
7186212,1.0
7186214,1.0
7186227,1.0
7186230,1.0
7186242,1.0
7186243,1.0
7186246,1.0
7186254,0.0
7186255,0.0
7186259,0.0
7186260,1.0
7186262,0.0
7186268,0.0
7186275,1.0
7186280,1.0
7186282,1.0
7186285,0.0
7186287,0.0
7186288,1.0
7186292,1.0
7186293,0.0
7186294,0.0
7186298,1.0
7186300,0.0
7186301,0.0
7186305,1.0
7186310,0.0
7186318,1.0
7186320,0.0
7186323,1.0
7186325,1.0
7186326,0.0
7186329,0.0
7186330,0.0
7186331,0.0
7186337,0.0
7186340,0.0
7186343,1.0
7186348,1.0
7186358,1.0
7186360,0.0
7186366,0.0
7186367,1.0
7186374,1.0
7186375,1.0
7186376,0.0
7186381,1.0
7186382,0.0
7186385,0.0
7186388,0.0
7186389,1.0
7186394,1.0
7186408,1.0
7186411,1.0
7186416,1.0
7186424,1.0
7186441,1.0
7186450,0.0
7186452,0.0
7186460,1.0
7186473,1.0
7186484,1.0
7186487,1.0
7186489,0.0
7186491,0.0
7186494,0.0
7186496,1.0
7186499,0.0
7186504,1.0
7186505,0.0
7186511,1.0
7186514,0.0
7186527,0.0
7186531,0.0
7186533,1.0
7186543,1.0
7186544,0.0
7186545,1.0
7186549,1.0
7186550,0.0
7186556,0.0
7186565,0.0
7186570,1.0
7186575,0.0
7186576,0.0
7186579,1.0
7186581,1.0
7186590,1.0
7186593,1.0
7186595,1.0
7186597,1.0
7186598,1.0
7186599,0.0
7186600,0.0
7186606,1.0
7186607,1.0
7186608,0.0
7186609,0.0
7186617,0.0
7186624,0.0
7186626,0.0
7186631,1.0
7186634,0.0
7186638,1.0
7186647,1.0
7186661,0.0
7186662,1.0
7186663,0.0
7186672,1.0
7186674,1.0
7186676,0.0
7186681,1.0
7186683,1.0
7186689,0.0
7186692,1.0
7186709,1.0
7186711,0.0
7186714,1.0
7186722,0.0
7186739,1.0
7186743,0.0
7186746,1.0
7186748,1.0
7186749,0.0
7186757,1.0
7186758,1.0
7186767,0.0
7186770,1.0
7186773,0.0
7186774,0.0
7186775,1.0
7186776,0.0
7186777,1.0
7186779,1.0
7186781,0.0
7186792,1.0
7186794,1.0
7186799,0.0
7186801,1.0
7186803,0.0
7186812,1.0
7186814,1.0
7186819,0.0
7186820,1.0
7186823,0.0
7186835,1.0
7186843,1.0
7186844,1.0
7186847,0.0
7186854,1.0
7186858,0.0
7186861,1.0
7186868,1.0
7186874,1.0
7186878,1.0
7186881,1.0
7186885,0.0
7186891,0.0
7186893,0.0
7186900,0.0
7186904,0.0
7186914,0.0
7186917,1.0
7186920,1.0
7186921,1.0
7186924,1.0
7186925,1.0
7186936,0.0
7186937,1.0
7186944,0.0
7186949,1.0
7186950,1.0
7186953,0.0
7186955,0.0
7186959,1.0
7186962,1.0
7186965,1.0
7186966,0.0
7186993,1.0
7186996,0.0
7186997,1.0
7187000,0.0
7187003,1.0
7187005,0.0
7187006,1.0
7187008,1.0
7187019,0.0
7187022,1.0
7187023,1.0
7187024,0.0
7187030,0.0
7187033,0.0
7187034,1.0
7187037,0.0
7187046,1.0
7187049,0.0
7187050,0.0
7187052,1.0
7187055,0.0
7187068,1.0
7187070,1.0
7187076,0.0
7187078,0.0
7187084,1.0
7187086,1.0
7187090,0.0
7187094,0.0
7187100,1.0
7187107,1.0
7187110,0.0
7187111,1.0
7187112,1.0
7187117,1.0
7187127,1.0
7187134,1.0
7187142,1.0
7187147,0.0
7187153,1.0
7187155,1.0
7187156,0.0
7187161,1.0
7187163,1.0
7187171,1.0
7187175,1.0
7187189,1.0
7187194,1.0
7187199,1.0
7187201,0.0
7187205,1.0
7187211,0.0
7187212,1.0
7187216,1.0
7187222,1.0
7187225,1.0
7187235,1.0
7187237,1.0
7187238,1.0
7187239,1.0
7187240,1.0
7187241,1.0
7187244,1.0
7187245,0.0
7187253,1.0
7187255,0.0
7187258,1.0
7187267,0.0
7187271,1.0
7187272,1.0
7187274,0.0
7187285,0.0
7187289,0.0
7187290,1.0
7187291,1.0
7187293,0.0
7187294,1.0
7187297,1.0
7187306,1.0
7187309,0.0
7187311,1.0
7187312,0.0
7187313,1.0
7187318,1.0
7187327,1.0
7187328,0.0
7187334,0.0
7187337,0.0
7187338,1.0
7187351,1.0
7187359,1.0
7187361,1.0
7187363,1.0
7187370,0.0
7187371,1.0
7187376,0.0
7187385,1.0
7187402,0.0
7187404,1.0
7187406,1.0
7187408,0.0
7187409,0.0
7187411,1.0
7187419,1.0
7187430,1.0
7187431,1.0
7187438,1.0
7187439,1.0
7187449,0.0
7187452,1.0
7187454,1.0
7187456,0.0
7187457,0.0
7187468,1.0
7187472,0.0
7187478,0.0
7187481,0.0
7187482,0.0
7187484,1.0
7187489,1.0
7187494,1.0
7187504,1.0
7187505,1.0
7187507,1.0
7187522,0.0
7187530,1.0
7187531,0.0
7187535,0.0
7187537,1.0
7187539,1.0
7187544,1.0
7187550,1.0
7187556,0.0
7187557,1.0
7187570,0.0
7187571,1.0
7187581,1.0
7187588,0.0
7187595,1.0
7187597,1.0
7187610,0.0
7187628,1.0
7187633,0.0
7187640,1.0
7187645,1.0
7187646,1.0
7187649,1.0
7187650,1.0
7187651,1.0
7187656,1.0
7187662,0.0
7187665,0.0
7187671,1.0
7187673,0.0
7187694,1.0
7187695,1.0
7187698,1.0
7187701,0.0
7187709,1.0
7187712,1.0
7187716,1.0
7187718,1.0
7187720,0.0
7187725,0.0
7187731,0.0
7187733,0.0
7187736,0.0
7187737,1.0
7187738,0.0
7187744,0.0
7187747,0.0
7187749,0.0
7187751,0.0
7187752,1.0
7187754,0.0
7187755,0.0
7187772,0.0
7187785,1.0
7187787,0.0
7187800,1.0
7187802,1.0
7187807,0.0
7187810,1.0
7187815,1.0
7187816,1.0
7187818,1.0
7187819,1.0
7187820,1.0
7187825,0.0
7187832,0.0
7187833,1.0
7187836,1.0
7187838,1.0
7187843,1.0
7187844,0.0
7187851,1.0
7187852,1.0
7187854,1.0
7187856,1.0
7187873,1.0
7187880,0.0
7187885,0.0
7187900,1.0
7187907,1.0
7187909,0.0
7187921,0.0
7187931,1.0
7187935,1.0
7187937,1.0
7187949,0.0
7187951,1.0
7187959,1.0
7187963,1.0
7187976,1.0
7187977,1.0
7187982,0.0
7187988,1.0
7187995,0.0
7188005,0.0
7188011,1.0
7188015,0.0
7188017,1.0
7188018,1.0
7188022,1.0
7188024,0.0
7188027,0.0
7188031,0.0
7188042,0.0
7188046,1.0
7188047,1.0
7188058,1.0
7188060,1.0
7188063,0.0
7188064,1.0
7188065,0.0
7188066,1.0
7188084,0.0
7188086,1.0
7188090,0.0
7188094,1.0
7188097,0.0
7188104,0.0
7188105,1.0
7188106,0.0
7188114,1.0
7188116,1.0
7188125,1.0
